"","can_off","can_off_sta","can_par_aff","can_inc_cha_ope_sea","ind_ite_con","ind_uni_con","ind_con","par_com_con","oth_com_con","can_con","tot_con","tra_fro_oth_aut_com","can_loa","oth_loa","tot_loa","oth_rec","ope_exp","tra_to_oth_aut_com","net_con","net_ope_exp","winner"
"1579","H","FL","REP","OPEN",82046.16,8894.36,90940.52,0,0,0,90940.52,0,0,0,0,0,19302.8,0,19302.68,19302.8,"N"
"1580","H","MD","DEM","OPEN",248875.62,41270,290145.62,0,500,0,290645.62,0,0,0,0,0,261119.3,0,269845.62,260533.7,"N"
"1581","P","US","REP","OPEN",34633045,10728999,45362044.95,101.68,455970.75,0,45818117.38,662431.58,0,0,0,1187597.8,46337371.79,0,410046440.98,394899772.77,"N"
"1582","H","TX","REP","OPEN",80500,18180.19,98680.19,0,1100,0,99780.19,0,0,0,0,0,93692.24,0,94230.19,93692.24,"N"
"1583","P","US","REP","OPEN",1067500,305788,1373287.19,0,7350,0,1380637.19,0,344000,0,344000,120685.2,1828010.55,0,9549878.57,14156209.75,"N"
"1584","H","CA","DEM","OPEN",579818.42,57519.68,637338.1,0,15750,0,653088.1,0,0,0,0,14677.95,565785.05,0,555787.1,565785.05,"N"
"1585","H","FL","NPA","OPEN",15,0,15,0,0,198,213,0,0,0,0,0,212,0,213,212,"N"
"1586","P","US","UNK","OPEN",2200,365,365,0,0,5530,8095,0,0,0,0,0,8040,0,0,0,"N"
"1587","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1588","H","DE","DEM","OPEN",161385.41,31447.44,192832.85,0,32400,0,225232.85,0,4000,0,4000,0,139531.12,0,158467.85,133051.12,"N"
"1589","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,30227.46,0,0,35860.14,"N"
"1590","H","NV","DEM","OPEN",500,4364.97,4864.97,0,0,0,4864.97,0,0,0,0,0,3559.88,0,4864.97,3559.88,"N"
"1591","H","WY","REP","OPEN",42470,5996,48466,0,0,2500,50966,0,42800,0,42800,0,93539.17,0,50966,93233.17,"N"
"1592","P","US","IND","OPEN",0,0,0,0,0,605,264,0,0,0,0,0,0,0,0,790,"N"
"1593","P","US","OTH","OPEN",150,137,0,0,0,0,287,0,0,0,0,0,345,0,0,0,"N"
"1594","H","TX","REP","OPEN",235821.98,8084.69,243906.67,0,5000,0,248906.67,0,25000,0,25000,0,262524.22,0,243406.67,262111.03,"N"
"1595","S","CA","DEM","OPEN",700,11978,12678,0,0,0,12678,0,1654,0,1654,0,7738.2,0,12678,7738.2,"N"
"1596","H","WY","REP","OPEN",157940.13,26266,184206.13,0,9500,120,193826.13,0,75400,0,75400,0,263339.4,0,193826.13,263339.4,"N"
"1597","S","IN","REP","OPEN",1860172,198743,2058918,1170,323737,0,2383825,10860,0,0,0,26728,2598521.62,0,2077032,2580541.62,"N"
"1598","H","MS","REP","OPEN",439600,19055,458655,0,22700,0,481355,0,0,0,0,0,444649.78,0,451485,444649.78,"N"
"1599","H","FL","DEM","OPEN",149690,5679,155369,0,8150,100,163619,0,0,0,0,0,88210.22,0,123689,88210.22,"N"
"1600","H","NV","REP","OPEN",25220.48,16131.08,41351.56,0,5075,31.11,46457.67,0,104312.09,0,104312.09,50,46779.68,0,46457.67,46779.68,"N"
"1601","H","FL","REP","OPEN",784862.62,180025.13,964887.75,0,77439.97,8269.8,1050597.52,0,45000,0,45000,0,1032317.05,0,1050547.52,1032317.05,"N"
"1602","H","DE","DEM","OPEN",583829.8,110569.82,694399.62,1100,53750,0,749249.62,0,20000,0,20000,0,756661.26,0,749049.62,756556.2,"N"
"1603","H","MD","DEM","OPEN",0,6726.45,6726.45,0,0,13414225,13420951.45,0,0,0,0,96.49,13382840.19,0,13420951.45,13381923.77,"N"
"1604","H","MD","DEM","OPEN",47259,47123,94382,0,0,2725,97107,0,220000,0,220000,8.47,68941.63,0,97107,68941.63,"N"
"1605","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,828,0,0,0,828,0,0,0,"N"
"1606","P","US","NNE","OPEN",0,0,0,0,0,0,0,0,52600,0,52600,0,7545.01,0,0,22635.03,"N"
"1607","H","PR","OTH","OPEN",22000,0,22000,0,0,0,22000,0,0,0,0,0,27285.23,0,22000,27285.23,"N"
"1608","P","US","REP","OPEN",5383854,2953267,8337120.15,0,60800,0,8397920.15,0,0,0,0,578830.03,8550297.11,0,84600522.3,85622863.11,"N"
"1609","H","IN","REP","OPEN",149425,2653.49,152078.49,25400,10000,0,187478.49,0,113700,0,113700,8425,283891.18,0,187478.49,283891.18,"N"
"1610","P","US","NNE","OPEN",0,0,0,0,0,28.51,28.51,0,0,0,0,0,28.51,0,28.51,28.51,"N"
"1611","P","US","UNK","OPEN",440496,331082,771578.43,0,5000,0,776578.43,0,0,0,0,0,756875.99,0,3789938.81,3186626.99,"N"
"1612","H","PA","DEM","OPEN",3999.97,100,4099.97,0,0,2500,6599.97,0,0,0,0,0,7099.97,0,6599.97,7099.97,"N"
"1613","P","US","DEM","OPEN",16344,0,0,0,0,0,16344,0,31500,0,0,0,47987,0,0,0,"N"
"1614","H","NY","REP","OPEN",434617.4,14174,448791.4,0,35200,0,483991.4,0,362500,0,362500,0,766123.15,0,406391.4,762832.9,"N"
"1615","H","TX","REP","OPEN",10257,38,10295,1000,0,3115,14411,0,126,0,0,0.1,12047,0,10815,8606,"N"
"1616","P","US","SEP","OPEN",0,9786,9786,0,0,0,9786,0,0,0,0,0,8252,0,0,0,"N"
"1617","H","VA","REP","OPEN",41000,6345,47345,0,0,0,47345,0,7832.57,0,7832.57,0,51036.09,0,47345,51036.09,"N"
"1618","H","MS","REP","OPEN",138368.21,14052.06,152420.27,0,2500,62650,217570.27,0,0,0,0,1220,217740.27,0,216570.27,217740.27,"N"
"1619","H","FL","REP","OPEN",10922,3067,13989,0,0,20034,34026,0,45000,0,45000,0,71495,0,34026,71495,"N"
"1620","H","NY","DEM","OPEN",764862.89,65679.99,830542.88,0,112650,0,943192.88,0,0,0,0,0,870574.11,0,937197.88,871262.83,"N"
"1621","H","IN","REP","OPEN",265852.58,6133,271985.58,500,28400,0,300885.58,0,0,0,0,0,275623.57,0,282385.58,275623.57,"N"
"1622","H","NY","DEM","OPEN",10060,5486.88,15546.88,0,250,5000,20796.88,0,0,0,0,0,15795.49,0,15795.49,15795.49,"N"
"1623","H","FL","REP","OPEN",118188.06,15918,134106.06,0,2500,3297.17,139903.23,0,0,0,0,0,134503.23,0,134503.23,134503.23,"N"
"1624","H","AZ","REP","OPEN",71860,7491.09,79351.09,0,13000,0,92351.09,0,0,0,0,0,89815.12,0,91815.12,89815.12,"N"
"1625","H","WY","REP","OPEN",122467.83,13509,135976.83,0,4250,18000,158226.83,0,6500,0,6500,0,146731.11,0,146426.83,146731.01,"N"
"1626","H","IN","REP","OPEN",100781.45,6020.68,106802.13,0,8300,22992.91,138095.04,0,250000,0,250000,0,382524.49,0,133203.74,382524.49,"N"
"1627","P","US","REP","OPEN",0,0,0,0,0,16581,19673.7,0,0,0,0,0,19673,0,19673,0,"N"
"1628","H","WA","DEM","OPEN",405828.04,58720.79,464548.83,1758.14,20750,0,487056.97,0,0,0,0,0,468435.42,0,468435.42,468435.42,"N"
"1629","P","US","REP","OPEN",3526757,250643,3777399.16,0,75250,0,3852649.16,2090618.34,0,0,0,8730.32,5564906.6,151312.2,40246051.54,57822660.09,"N"
"1630","H","TN","REP","OPEN",6000,1828.99,7828.99,0,0,2500,10328.99,0,0,0,0,0,10120.63,0,10328.99,10120.63,"N"
"1631","H","CA","REP","OPEN",25999,3319,29318,0,5900,61766.3,96984.3,0,44000,900,44900,0,98286.35,0,96584.3,96584.3,"N"
"1632","H","FL","DEM","OPEN",1784.31,65,1849.31,0,0,0,1849.31,0,0,0,0,0,0,0,1849.31,0,"N"
"1633","H","MI","REP","OPEN",45932.4,8656,54588.4,0,5950,0,60538.4,0,3000,0,3000,0,60514.59,0,60538.4,60514.59,"N"
"1634","H","NY","DEM","OPEN",562070.68,14826.31,576896.99,0,15000,54000,645896.99,0,189840,0,189840,672.57,707528.41,0,525546.99,707304.16,"N"
"1635","H","MI","REP","OPEN",15789.73,4134.01,19923.74,0,0,0,19923.74,0,8000,142500,150500,250,170829.76,0,19923.74,170511.76,"N"
"1636","H","VA","REP","OPEN",7800,2035,9835,0,0,15680.04,25515.04,0,5e+05,0,5e+05,0,264586.64,0,25515.04,264586.64,"N"
"1637","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1638","H","NY","DEM","OPEN",352123.32,79253.29,431376.61,0,1000,0,432376.61,0,0,0,0,0,402874.18,0,400496.61,399804.24,"N"
"1639","H","CA","DEM","OPEN",41245.87,5988.06,47233.93,0,0,500,47733.93,0,21000,0,21000,1.17,74584.35,0,47545.31,66993.45,"N"
"1640","H","PA","REP","OPEN",103050,6669.82,109719.82,0,0,0,109719.82,0,550095.1,0,550095.1,0,653537.87,0,101619.82,653537.87,"N"
"1641","S","CA","IND","OPEN",2995,2639,5634,0,0,765,6500,0,0,0,0,0,6348,0,6500,6348,"N"
"1642","H","FL","DEM","OPEN",325181.48,6055,331236.48,0,88800,0,420036.48,0,115000,0,115000,0,397859.83,0,420036.48,397859.83,"N"
"1643","H","AZ","REP","OPEN",2725,0,2725,0,0,0,2725,0,35324,0,35324,0,36953,0,2725,36953,"N"
"1644","H","WY","REP","OPEN",8500,1000,9500,0,0,15000,24500,0,1,5609,5609,0,10137,0,21548,10136,"N"
"1645","H","NV","DEM","OPEN",209565,11313.77,220878.77,0,0,45953.11,266831.88,0,5e+05,0,5e+05,0,239435.68,0,238181.88,233595.88,"N"
"1646","S","CA","REP","OPEN",1200,2441,3641,0,0,65510,69151,0,0,0,0,0,69149,0,69151,69149,"N"
"1647","H","MD","DEM","OPEN",393789,20030.9,413819.9,0,37390.99,0,451210.89,23991,0,0,0,0,295132.32,30000,363628.99,287875.02,"N"
"1648","H","WA","DEM","OPEN",0,0,0,0,0,89,1840,873,0,0,0,0,10080,0,850,0,"N"
"1649","H","MD","DEM","OPEN",40177.8,10568,50745.8,0,3000,18442.42,72188.22,0,60000,0,60000,88,129216.58,0,70188.22,129216.58,"N"
"1650","S","CA","REP","OPEN",0,0,910,0,0,0,910,0,0,0,0,0,910,0,0,0,"N"
"1651","P","US","REP","OPEN",0,0,0,0,0,0,0,0,11250,0,0,0,12333,0,0,0,"N"
"1652","H","TX","REP","OPEN",53820.11,18053,71873.11,0,0,40,71913.11,0,8500,0,8500,100,78916.91,0,71882.73,78916.91,"N"
"1653","H","OH","REP","OPEN",1750,1300,3050,0,0,50,3100,0,16900,0,16900,0,19982.85,0,3100,19982.85,"N"
"1654","P","US","DEM","OPEN",5000,0,5000,0,2,0,5000,0,0,0,0.58,0,508,0,0,348,"N"
"1655","H","KY","REP","OPEN",117388.04,27486,144874.04,0,0,10605.15,155479.19,0,25000,0,25000,0,176664.44,320,154069.19,176664.44,"N"
"1656","H","GA","REP","OPEN",15000,2380,17380,0,500,60500,78380,0,0,0,0,0,60801.47,0,78380,60801.47,"N"
"1657","S","NV","REP","OPEN",0,165,165,0,0,0,165,0,42731,0,42731,0,42896,0,165,42896,"N"
"1658","H","AZ","REP","OPEN",4300,665,4965,0,0,0,4965,0,0,0,0,0,2965,2000,4965,2965,"N"
"1659","S","MD","REP","OPEN",4950,370,5320,0,0,0,5320,0,8500,0,8500,0,5362,0,5320,5362,"N"
"1660","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1661","H","MD","DEM","OPEN",484928.76,65599.16,550527.92,0,52132,8311.55,610971.47,0,0,0,0,0,593123.47,0,595348.47,593123.47,"N"
"1662","H","FL","REP","OPEN",700,0,700,0,0,10000,15700,0,0,0,0,0,9592,0,15700,9592,"N"
"1663","H","NV","REP","OPEN",0,0,0,0,0,23463.21,23463.21,0,0,0,0,0,23449.21,0,23463.21,23449.21,"N"
"1664","H","CA","REP","OPEN",8250,540,8790,0,0,50,8840,0,0,0,0,0,8840,0,8840,8840,"N"
"1665","H","MD","DEM","OPEN",52146.69,22473.83,74620.52,0,0,119861.3,194481.82,0,50000,0,50000,0,76045.81,0,194481.82,75817.81,"N"
"1666","P","US","IND","OPEN",0,35,35,0,0,3000,3035,0,0,0,0,0,2791.33,0,3035,2791.33,"N"
"1667","P","US","LIB","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1668","P","US","CST","OPEN",0,0,0,0,0,15,15,0,0,0,0,0,15,0,0,0,"N"
"1669","S","MD","REP","OPEN",15409,3359,18769,0,5000,155,23924,0,0,0,0,0,21394,0,21424,21394,"N"
"1670","P","US","IND","OPEN",0,0,0,0,0,6075,6075,0,0,0,0,0,5396,0,0,0,"N"
"1671","S","CA","IND","OPEN",2200,1900,4100,0,0,11520,15620,0,55746,0,55746,0,69095,0,15620,69095,"N"
"1672","P","US","IND","OPEN",0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,"N"
"1673","P","US","IND","OPEN",0,0,0,0,0,7500,7500,0,0,0,0,0,8500,0,7500,8500,"N"
"1674","H","NY","REP","OPEN",1900,420,2320,0,0,0,2320,0,25400,0,25400,0,2457.3,0,1320,2457.3,"N"
"1675","P","US","REP","OPEN",0,1120,1120,0,0,21856,95,0,20500,0,0,0,43476,0,0,0,"N"
"1676","H","TN","REP","OPEN",0,184,184,0,0,0,184,0,5000,0,5000,0,3014.81,0,184,3014.81,"N"
"1677","H","AZ","DEM","OPEN",63975,6496.11,70471.11,0,0,24005,94476.11,0,0,0,0,0,24030.06,0,94476.11,24030.06,"N"
"1678","P","US","GRE","OPEN",6192,1325,7517.2,0,0,452,7969.2,65,100,0,100,100,6200.32,0,9324.4,7302.42,"N"
"1679","P","US","IND","OPEN",0,0,0,0,0,47,47,0,0,0,0,0,47,0,0,0,"N"
"1680","P","US","UNK","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1681","H","LA","DEM","OPEN",4300,415,4715,2000,0,2649,9364,0,0,0,0,0,2435.27,0,9364,2435.27,"N"
"1682","S","CA","IND","OPEN",600,0,600,0,0,0,600,0,0,0,0,0,599,0,600,599,"N"
"1683","H","PA","DEM","OPEN",1114077.87,329148.75,1443226.62,0,30718,0,1473944.62,0,0,0,0,0,1370876.56,0,1382457.61,1370046.19,"N"
"1684","H","IL","DEM","OPEN",191799.84,50164.22,241964.06,0,69123,0,311087.06,0,0,0,0,0,302721.41,0,311087.06,302189.74,"N"
"1685","S","CA","REP","OPEN",14002,0,1055,0,0,11586,25588,0,0,0,0,0,24203,0,25488,24203,"N"
"1686","H","PR","OTH","OPEN",313446.02,18105,331551.02,0,0,78100,409651.02,0,0,0,0,0,451707.43,0,409651.02,451707.43,"N"
"1687","S","CA","REP","OPEN",1250,0,1250,0,0,0,1250,0,0,0,0,0,1250,0,1250,1250,"N"
"1688","H","FL","DEM","OPEN",25200,3449,28649,0,2000,675.99,31324.99,0,0,0,0,0,30349.99,0,30324.99,30349.99,"N"
"1689","H","TX","REP","OPEN",166702.04,11075.66,177777.7,0,4500,536293.93,718571.63,0,1100165,350000,1450165,0,1818664.89,0,716467.27,1816132.27,"N"
"1690","H","FL","LIB","OPEN",656,302,958,0,0,653,1611,0,0,0,0,0,1236,0,1611,1236,"N"
"1691","P","US","REP","OPEN",1955,0,1955,0,0,16918,18873,0,0,0,0,0,15058,0,0,0,"N"
"1692","P","US","IND","OPEN",537,0,0,0,0,0,537,0,0,18610,9810,0,10189,0,537,10189,"N"
"1693","P","US","DEM","OPEN",6256,0,6256.18,0,0,509.5,6765.68,0,0,0,0,0,6756.18,0,6765.68,6756.18,"N"
"1694","S","CA","REP","OPEN",407908,24381,432289,0,21499,308416,762204,0,239974,0,239974,0,687028,0,686504,686503,"N"
"1695","H","TX","DEM","OPEN",58973.12,0,58973.12,0,0,0,58973.12,0,58175.67,0,58175.67,0,94623.77,4000,58973.12,94623.77,"N"
"1696","H","IN","REP","OPEN",695122,35790,730912,0,111336.47,0,842248.47,0,150000,0,150000,13.6,955064.39,0,815812,955064.39,"N"
"1697","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1698","H","WY","REP","OPEN",5600,1350,6950,0,0,0,6950,0,30000,0,30000,0,39085.98,0,6950,39085.98,"N"
"1699","P","US","LIB","OPEN",11800,4205,16005,0,0.6,8986,24991,0,0,0,0,0,24991,0,24991,24991,"N"
"1700","P","US","NNE","OPEN",3117,1209,4326.29,0,0,0,4326.29,622.82,0,0,0,0,4286.64,0,4326.29,4286.64,"N"
"1701","H","CA","DEM","OPEN",34200,2570,36770,0,0,17014,52739,0,0,0,0,0,39054.94,0,46084,25876,"N"
"1702","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1703","S","NV","REP","OPEN",800,649,1449,0,0,19785,21234,0,0,0,0,0,21234,0,21234,21234,"N"
"1704","S","MD","REP","OPEN",223526,27853,251379,0,13000,19382,283762,0,0,0,0,0,265104,0,274187,264534,"N"
"1705","H","MD","DEM","OPEN",557672.43,203409.06,761081.49,0,167374.25,11251.88,939707.62,0,0,0,0,0,892461.56,0,892494.44,890864.6,"N"
"1706","H","TX","DEM","OPEN",135813.75,25375,161188.75,4000,21000,206.13,186394.88,0,165000,0,165000,0,332445.28,0,167644.88,332324.85,"N"
"1707","H","PA","REP","OPEN",246730,9280,256010,0,50100,0,306110,0,0,0,0,560,84473.4,0,253910,84473.4,"N"
"1708","H","PA","REP","OPEN",8400,8460,1400,0,0,2000,18860,0,22000,0,22000,0,16638,2100,18860,10022,"N"
"1709","H","IN","REP","OPEN",5000,2611,7611,0,244.81,642.61,8498.42,0,0,0,0,0,8498.42,0,8498.42,8498.42,"N"
"1710","H","CA","DEM","OPEN",87487.25,8868.99,96356.24,0,150,0,96506.24,0,25000,0,25000,1.15,65982.13,0,93806.24,65682.13,"N"
"1711","S","CA","DEM","OPEN",98,0,98,0,0,0,98,0,0,0,0,0,0,0,98.72,0,"N"
"1712","H","PA","REP","OPEN",5950,3376,9326,0,0,0,9326,0,0,2000,2000,0,11151.59,0,9326,11151.59,"N"
"1713","P","US","DEM","OPEN",28685,6705,35390.25,0,0,0,35390.25,0,1055100,0,1055100,0,1055444.11,0,156991.5,4426489.83,"N"
"1714","S","MD","DEM","OPEN",250,0,460,0,0,7042,7302,0,0,0,0,0,11952,0,6410,5700,"N"
"1715","S","IN","LIB","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1716","H","IL","DEM","OPEN",59430,19370,78800,0,5250,0,84050,0,0,5000,5000,0,70802.49,0,84050,69124.2,"N"
"1717","H","FL","REP","OPEN",4645,5375,10020,0,0,0,10020,0,300,0,300,0,4000,0,4000,4000,"N"
"1718","H","TX","REP","OPEN",8300,100,8400,0,0,3125,11525,0,41000,0,41000,0,18046.63,0,11525,18046.63,"N"
"1719","H","OH","REP","OPEN",110600,2305,112905,0,35500,2601.68,151006.68,0,2e+05,0,2e+05,0,340956.68,0,140956.68,340956.68,"N"
"1720","H","MS","REP","OPEN",17600,7765,25365,0,5000,0,30365,0,110000,0,110000,0,139438.09,0,30365,139438.09,"N"
"1721","S","IN","REP","OPEN",461009,39712,500722,200,9596,0,510517,0,0,0,0,0,374066,0,458418,373490,"N"
"1722","H","GA","REP","OPEN",400,370,770,0,0,412.25,1182.25,0,5600,0,5600,0,6547.34,0,1182.25,6469.62,"N"
"1723","S","NV","REP","OPEN",33508,25730,59239,0,0,0,59239,0,0,0,0,0,65298,0,59239,65298,"N"
"1724","H","TX","REP","OPEN",3450,100,3550,0,0,0,3550,0,0,0,0,0,11264.95,0,3550,11264.95,"N"
"1725","P","US","UNK","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1726","H","NY","DEM","OPEN",2550,1025,3575,0,0,0,3575,0,0,0,0,0,3508.94,0,3575,3508.94,"N"
"1727","S","NV","IND","OPEN",0,215,215,0,0,0,215,0,2000,0,2000,0,1200,0,215,1200,"N"
"1728","P","US","DEM","OPEN",12651,0,12651.15,0,0,0,12651.15,0,16374.95,33749.9,50124.85,0,3972.72,0,12651.15,3972.72,"N"
"1729","H","FL","DEM","OPEN",0,20,20,0,0,0,20,0,238.2,0,238.2,0,238.2,0,20,238.2,"N"
"1730","P","US","REP","OPEN",0,0,0,0,0,310,310,0,20000,0,0,0,1632,0,0,0,"N"
"1731","H","OH","REP","OPEN",0,0,0,0,0,2583,2583,0,0,0,0,0,2583,0,0,2583,"N"
"1732","H","WY","UN","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1733","H","FL","REP","OPEN",95681,2640.5,98321.5,0,3000,0,101321.5,0,1500,0,1500,0,25694.05,0,36500.04,24250.04,"N"
"1734","H","TX","DEM","OPEN",10000,248.02,10248.02,0,0,1115.39,11363.41,0,9000,0,9000,0,19187.99,0,11363.41,19187.99,"N"
"1735","H","TX","DEM","OPEN",1000,130,1130,0,0,3820,4950,0,0,0,0,0,4796,0,4950,4796,"N"
"1736","S","CA","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1737","S","CA","DEM","OPEN",85,0,85,0,0,0,85,0,7161,0,7161,0,6988,0,85,6988,"N"
"1738","H","MD","REP","OPEN",200,0,200,0,0,1000,1200,0,0,0,0,0,765,0,1200,765,"N"
"1739","H","MD","DEM","OPEN",0,862.73,862.73,0,0,7632.38,8495.11,0,0,1172.91,1172.91,0,5450.51,0,8495.11,5450.51,"N"
"1740","H","MD","DEM","OPEN",8400,4124,12524,0,0,100,12624,0,8000,0,8000,0,15448.82,0,12624,15448.82,"N"
"1741","P","US","OTH","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1742","P","US","DEM","OPEN",0,30,30,0,0,0,30,0,0,0,0,0,13028.29,0,30,13028.29,"N"
"1743","S","CA","IND","OPEN",0,0,0,0,0,0,0,0,10000,0,10000,0,0,0,0,0,"N"
"1744","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1745","P","US","NNE","OPEN",0,0,0,0,0,569.75,569.75,0,0,0,0,0,1139.5,0,227.9,455.8,"N"
"1746","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,6000,0,0,5866,0,0,0,"N"
"1747","H","FL","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1748","H","FL","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1749","P","US","REP","OPEN",213,750,963.21,0,0,8640.23,9603.44,0,0,0,0,0,12258.72,0,79810.86,87746.45,"N"
"1750","S","CA","DEM","OPEN",1750,0,1750,0,0,0,1750,0,0,0,0,0,1750,0,1750,1750,"N"
"1751","H","PR","OTH","OPEN",16200,0,16200,0,0,0,16200,0,10054.5,0,10054.5,0,24728.45,0,16200,24728.45,"N"
"1752","H","NY","DEM","OPEN",148125,48268.5,196393.5,75,52775,0,249243.5,0,0,0,0,0,249043.5,0,249043.5,249043.5,"N"
"1753","H","MS","REP","OPEN",133873.96,5358,139231.96,0,17000,0,156231.96,0,160000,0,160000,0,300610.06,0,151881.96,300610.06,"N"
"1754","P","US","DEM","OPEN",24390,20902,45292,0,0,9149.61,54441.61,0,363694.14,0,363694.14,0,418060.11,0,127997.53,605284.97,"N"
"1755","P","US","NNE","OPEN",639,0,639,0,0,3922,4659,0,0,0,0,0,4140,0,0,0,"N"
"1756","P","US","REP","OPEN",47900,3622,51521.49,0,0,138681.71,190203.2,0,237000,0,237000,0,428037.48,0,702080.32,1211479.84,"N"
"1757","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1758","P","US","REP","OPEN",1275393,157071,1432463.52,0,10000,0,1442463.52,0,0,0,0,0,1431459.52,0,3168309.93,2393656.28,"N"
"1759","H","FL","DEM","OPEN",294413,11050,305463,0,17500,0,322963,0,0,0,0,0,147292.21,0,150064.28,147292.21,"N"
"1760","P","US","REP","OPEN",0,150,150,0,0,492,642,0,0,0,0,0,218,0,872,551,"N"
"1761","P","US","DEM","OPEN",0,20,20,0,0,0,20,0,0,0,0,0,19,0,0,0,"N"
"1762","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,20000,0,20000,0,153,0,0,153,"N"
"1763","H","IL","REP","OPEN",0,5,5,0,0,352.61,357.61,0,0,0,0,0,4066.91,0,357.61,357.61,"N"
"1764","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1765","S","CA","REP","OPEN",8650,250,8900,0,0,0,8900,0,40000,0,40000,0,18137.01,0,8900,18162,"N"
"1766","P","US","REP","OPEN",9387,0,7387,0,0,8500,15637,0,400,0,0,0,15237,0,0,0,"N"
"1767","H","MS","DEM","OPEN",8734.75,14625.53,23360.28,2500,4000,0,29860.28,0,0,0,0,0,29817.95,0,29860.28,29817.95,"N"
"1768","P","US","UN","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1769","H","MD","DEM","OPEN",4541.5,2094.99,6636.49,0,0,3524.57,10161.06,0,0,0,0,0,8429.32,0,10161.06,8429.32,"N"
"1770","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1771","P","US","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1772","P","US","DEM","OPEN",0,0,0,0,0,1430,0,0,0,0,0,0,1430,0,0,0,"N"
"1773","P","US","IDP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1774","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1775","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1776","P","US","REP","OPEN",0,0,0,0,0,200,200,0,0,0,0,0,96,0,0,0,"N"
"1777","P","US","REP","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1778","P","US","IDP","OPEN",0,0,0,0,0,247,247,0,0,0,0,0,245,0,0,0,"N"
"1779","P","US","REP","OPEN",0,0,0,0,0,1868.3,1868.3,0,0,0,0,0,1868.3,0,485.49,485.49,"N"
"1780","H","MI","REP","OPEN",38725,3525,42250,0,0,0,42250,0,25000,0,25000,2.81,53693.21,0,42250,53693.21,"N"
"1781","H","PA","DEM","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1782","P","US","LIB","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1783","H","IL","DEM","OPEN",20938,600,21538,0,0,0,21538,0,0,0,0,0,19007,0,21538,19007,"N"
"1784","H","IL","DEM","OPEN",20938,600,21538,0,0,0,21538,0,0,0,0,0,19007,0,21538,19007,"N"
"1785","H","MS","REP","OPEN",85150,12950,98100,0,1000,2500,101600,0,80000,0,80000,0,178100,0,101100,178100,"N"
"1786","H","MS","REP","OPEN",188754,25002,213756,0,0,0,213756,0,248400,0,248400,0,460070.8,0,212756,459834.76,"N"
"1787","H","CA","DEM","OPEN",2900,418.96,3318.96,0,0,0,3318.96,0,0,0,0,0,3111.94,0,3111.94,3111.94,"N"
"1788","P","US","IND","OPEN",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"N"
"1789","P","US","IND","OPEN",0,0,0,0,0,2500,2500,0,0,0,0,0,1550,0,4000,2200,"N"
"1790","P","US","NNE","OPEN",0,0,0,0,0,0,0,0,4792,132,0,0,1546,0,0,0,"N"
